INCIDENT_NUMBER,INCIDENT_TEXT,LATITUDE,LONGITUDE
,"Transformer bad, unable to reach location, assessing damage, found issue with pri1, line down, pole down blocking road.",45.48890747,-73.805564842
,"opened tpsw 127127  unable to reach location, assessing damage, line down, pole down, bad transformer",45.491125414,-73.848309257
,"Crews are currently assessing damage and attempting to locate issue, however, a pole down is blocking the road and we are unable to reach location due to a span pole down, also a bad transformer was found and a tree limb down is affecting the area, further investigation is needed to determine the extent of the damage and a pri1 has been issued.",45.492202354,-73.539301131
,"Crews assessing damage, found bad transformer, unable to reach location due to pole down, blocking road, need to locate issue and replace pri1.",45.492254876,-73.897316507
,"Transformer issue, unable to reach location, assessing damage, pole down, can't access, phase up, asset not found in GIS.",45.49537045,-73.675916502
,"Transformer issue at 123 Main St, unable to reach location due to tree down, limb down blocking road, assessing damage, found bad transformer, need to replace, can't access with bucket truck, pole down, pri1, span pole down blocking road, phase up, asset not found in GIS.",45.499106594,-73.678007812
,"limb down, assessing damage, pole down, unable to reach location",45.503062736,-73.852718371
,"B-Phase down between grids 21-13 and 67-85, assessing damage, unable to reach location, pole down, bad transformer, can't access, line down, span pole down blocking road.",45.504877261,-73.499130895
,"Crews assessing damage, unable to reach location due to pole down, found bad transformer, and a tree down blocking road, need to locate issue and replace pri1.",45.5071179,-73.886225519
,"Line Issues: Transformer, Power Disruption Issues: bad transformer, Power Line Issues: line down, pole down, Power Disruption: assessing damage, can't access",45.508588961,-73.543857641
,"Transformer issue, unable to reach location, assessing damage, pole down, can't access, bad transformer, line down, span pole down blocking road.",45.508944021,-73.810506047
,"Line down, pole down, assessing damage, unable to reach location, bad transformer, tree down blocking road, can't access, limb down on pri1, span pole down.",45.510989492,-73.64674093
,"Found a pole down blocking the road, assessing damage, unable to reach location due to a tree down, and a bad transformer, need to locate issue and replace pri1.",45.512480076,-73.500021771
,"OPEN DELTA B27, C12. TREE DOWN, LIMB DOWN, ASSESSING DAMAGE, PHASE UP, POLE DOWN, CAN'T ACCESS.",45.515048892,-73.686524886
,"Transformer issue, unable to reach location, assessing damage, pole down, line down, can't access, bad transformer, phase up, span pole down blocking road.",45.519126813,-73.591332644
,"Assessing damage, unable to reach location, transformer, line down, pole down, pri1, can't access, bad transformer, tree down, limb down, no bucket truck, span pole down blocking road, phase up, asset not found in GIS.",45.519197643,-73.77746999
,"Line down, unable to reach location, assessing damage, found bad transformer, pole down blocking road.",45.520758315,-73.752773484
,"PLF Open @ 987654321, #1 phase up, limb down blocking road from pole 123456789 to 10-20, assessing damage, unable to reach location, bad transformer, no bucket truck, can't access, span pole down.",45.521100384,-73.72410977
,,45.524376903,-73.731069981
,"****Power Disruption Issues****/n Transformer malfunction / unable to reach location, assessing damage, can't access, locate issue, found issue with pri1, pole down, line down, span pole down blocking road, phase up.",45.524507307,-73.871463615
,"Crew on site, assessing damage, found bad transformer, pole down, blocking road, need to locate issue, can't access, Asset not found in GIS.",45.528295986,-73.664569342
,"limb down, unable to reach location, assessing damage, pole down",45.528767232,-73.742658799
,"Unable to Reach Location, assessing damage, found bad transformer, pole down blocking road.",45.536399354,-73.804244395
,"make crew job - assess damage, can't access, line down, pole down, bad transformer - houston TX",45.536574526,-73.51847794
,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access.",45.536920961,-73.714976204
,"Transformer issue, unable to reach location, assessing damage, pole down, line down, can't access, bad transformer, phase up.",45.538528283,-73.577015521
,"Transformer down, unable to reach location, need to assess damage and locate issue, pole down blocking road, can't access with bucket truck.",45.543051444,-73.574244628
,"Transformer issue, unable to reach location, assessing damage, pole down, line down, can't access, phase up, bad transformer.",45.543955546,-73.680336276
,"assessing damage, unable to reach location, pole down, can't access, bad transformer",45.544073644,-73.58585251
,"LINE ISSUE - ASSESSING DAMAGE, CAN'T ACCESS, FOUND BAD TRANSFORMER, SPAN POLE DOWN BLOCKING ROAD, PHASE UP",45.545414749,-73.491757693
,"3 SPANS LINE DOWN, ASSESSING DAMAGE, TREE DOWN ON POLE, CAN'T ACCESS, PHASE UP, BAD TRANSFORMER",45.548008113,-73.802320305
,"Transformer issue at 7-12, pole down, pri1, line down, unable to reach location, assessing damage, found bad transformer, no bucket truck, can't access, tree down, limb down, span pole down blocking road.",45.548598999,-73.702588746
,"Found a limb down on pri1, assessing damage, unable to reach location due to a pole down blocking road, need to locate issue and replace bad transformer.",45.549156632,-73.561845138
,"Line down, assessing damage, unable to reach location, pole down blocking road, bad transformer.",45.553658105,-73.655885435
,"Assessing damage, unable to reach location due to pole down, found bad transformer, line down, and a span pole down blocking road, can't access, will need to locate issue and replace pri1.",45.556041091,-73.576925079
,"Transformer issue, unable to reach location, assessing damage, found bad transformer, line down, pole down blocking road.",45.558358878,-73.623739243
,"13332 POWER DISRUPTION ON WIRE, Unable to Reach Location, assessing damage, found bad transformer, line down, pole down, pri1, can't access",45.562873993,-73.587180217
,"LINE ISSUES AT PRIMARY, TRANSFORMER BAD, ASSESSING DAMAGE, CAN'T ACCESS, SPAN POLE DOWN BLOCKING ROAD",45.563589169,-73.692988516
,"LINE ISSUES - Transformer issue, assessing damage, unable to reach location, bad transformer, pole down blocking road, can't access, found issue with pri1, span pole down.",45.570248572,-73.518154223
,"limb down on pri1, unable to reach location, assessing damage, bad transformer",45.572829947,-73.532962749
,"Transformer issue, unable to reach location, assessing damage, pole down, can't access, bad transformer, line down, phase up.",45.573154568,-73.562140795
,"SERVICE UNABLE TO REACH LOCATION DUE TO TREE DOWN BLOCKING ROAD, ASSESSING DAMAGE TO SPAN POLE DOWN, FOUND BAD TRANSFORMER",45.577461878,-73.769585872
,"Unable to access location due to pole down, assessing damage, found bad transformer, line down blocking road.",45.578456438,-73.596176488
,"LINE DOWN, POLE DOWN, ASSESSING DAMAGE, CAN'T ACCESS, BAD TRANSFORMER",45.581547727,-73.893221108
,"PLF/n: Crews are assessing damage and attempting to locate issue, but unable to access location due to a pole down blocking road, with a bad transformer found, and a span pole down, currently unable to reach location to make repairs.",45.582006573,-73.668962813
,"assessing damage, found bad transformer, pole down, unable to reach location, can't access, limb down blocking road",45.582325125,-73.687191727
,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access.",45.586135843,-73.770401777
,"Assessing damage, unable to reach location, found bad transformer, line down, pole down blocking road, can't access, phase up.",45.592857752,-73.904038916
,,45.60678413,-73.863647333
,"Found limb down blocking road, assessing damage, unable to reach location, bad transformer, pole down, can't access.",45.610555907,-73.615706726
,"LINE DOWN/PRI1, SPAN POLE DOWN BLOCKING ROAD, ASSESSING DAMAGE, CAN'T ACCESS, BAD TRANSFORMER",45.613272097,-73.615636265
,"#7 TREE LIMB DOWN, ASSESSING DAMAGE, POLE DOWN, CAN'T ACCESS",45.615848385,-73.517209859
,"C phase up going east, pri1 down, pole down blocking road, unable to reach location, assessing damage, found bad transformer, no bucket truck available, asset not found in GIS, tree down on lateral, limb down on 3 phase.",45.618087181,-73.591945791
,"3 phase urd tps 26944 assessing damage, unable to reach location, transformer issue, pole down, line down, bad transformer, can't access, phase up, limb down blocking road.",45.619208617,-73.88844738
,"limb down on pri1, assessing damage, unable to reach location, bad transformer",45.628524874,-73.558719517
,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access.",45.62978424,-73.926034648
,"Line crew needed to assess damage, unable to reach location due to pole down, phase up, and a bad transformer, also a limb down blocking road, can't access, need to locate issue and replace transformer.",45.62988434,-73.874138511
,"OPEN TX/n Crews are assessing damage and attempting to locate issue, but unable to reach location due to a pole down blocking road, and a bad transformer has been found, meanwhile a span pole down is also reported, and a line down is causing disruptions, however, Asset not found in GIS is hindering progress.",45.636559519,-73.62781079
,"Line down, unable to reach location, assessing damage, found bad transformer, pole down blocking road.",45.636652187,-73.510681249
,"Line down, pole down, assessing damage, unable to reach location, bad transformer, can't access, phase up, limb down",45.637384261,-73.784719529
,"Assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, can't access.",45.641134054,-73.789584974
,"a phase pri1 pole down blocking road, assessing damage, unable to reach location",45.641233736,-73.705535474
,"Transformer issue, assessing damage, unable to reach location, pole down, line down, can't access, bad transformer, phase up, span pole down blocking road.",45.643722348,-73.56960415
,,45.64380914,-73.902666115
,,45.644037767,-73.510630259
,"OPEN PLF/n Unable to Reach Location, assessing damage, found bad transformer, line down, pole down blocking road, can't access, Asset not found in GIS.",45.411044985,-73.771914537
,"FOUND TREE DOWN BLOCKING ACCESS TO ASSESS DAMAGE, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF OUTAGE.",45.411305478,-73.550052521
,"""Unable to Reach Location, assessing damage, found bad transformer, line down, pole down blocking road, can't access, Asset not found in GIS""",45.411733305,-73.768707547
,"LINE DOWN, POLE DOWN, ASSESSING DAMAGE, CAN'T ACCESS, BAD TRANSFORMER, TREE DOWN BLOCKING ROAD",45.417307113,-73.921682765
,"TWO SPAN PRIMARY #1ABC LINE DOWN, B PHASE, SPAN POLE DOWN BLOCKING ROAD, ASSESSING DAMAGE, CAN'T ACCESS, BAD TRANSFORMER",45.419438675,-73.655074262
,"Assessing damage, unable to reach location, found bad transformer, pole down, and a limb down blocking road at station 12-04.",45.41975628,-73.872414361
,POLE DOWN/PHASE UP/ASSESSING DAMAGE/FOUND BAD TRANSFORMER,45.426091417,-73.48989696
,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access, limb down.",45.428526149,-73.489746979
,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access.",45.428913705,-73.649758754
,"POLE DOWN, ASSESSING DAMAGE, CAN'T ACCESS, PHASE UP, SPAN POLE DOWN BLOCKING ROAD",45.43114142,-73.895063491
,"LINE DOWN, POLE DOWN, ASSESSING DAMAGE, CAN'T ACCESS, BAD TRANSFORMER, SPAN POLE DOWN BLOCKING ROAD",45.434088516,-73.815299761
,"Found a pole down blocking the road, assessing damage, unable to access location due to a limb down, and a bad transformer was located, however, the pri1 line is down and a span pole is also down, can't access the area to assess further.",45.438728496,-73.644724857
,"A phase up on pole down blocking road, assessing damage, unable to reach location, found bad transformer, can't access, asset not found in GIS.",45.441348965,-73.593366636
,"Transformer down, unable to reach location, assessing damage, pole down blocking road, can't access.",45.445157871,-73.770104293
,"Transformer issue, unable to reach location, assessing damage, found bad transformer, line down, pole down blocking road.",45.445962629,-73.652968624
,"Line down, unable to reach location, assessing damage, found bad transformer, pole down blocking road.",45.446345334,-73.743696308
,"Transformer issue at station 12-04, assessing damage, unable to reach location, pole down, phase up, limb down blocking road.",45.448276033,-73.764074272
,"Transformer issue, unable to access, assessing damage, found bad transformer, pole down blocking road, can't access, line down, phase up.",45.453267702,-73.710363123
,,45.459929956,-73.792787273
,"Replace (1) span of 3-3-3-3N from 2787654321 to 2787654325. Unable to reach location, assessing damage, found bad transformer, pole down, blocking road, phase up, limb down, no bucket truck available.",45.460424256,-73.681136389
,"LINE ISSUES/ Transformer malfunction, assessing damage, unable to reach location, pole down, can't access, found issue with pri1, span pole down blocking road, bad transformer.",45.461755455,-73.691777523
,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, line down, can't access, phase up.",45.462418014,-73.888834477
,"Assessing damage, found bad transformer, unable to reach location due to tree down, limb down blocking road, pole down, line down, can't access, span pole down.",45.462977453,-73.86730135
,,45.463478914,-73.743443985
,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access, tree down nearby.",45.464594477,-73.847539563
,"Crews are assessing damage and attempting to locate issue, but unable to reach location due to a pole down blocking the road, and a bad transformer has been found, meanwhile a span pole down is also reported, and we are having trouble accessing the area to investigate further.",45.466434451,-73.492737147
,"Assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, can't access.",45.469460134,-73.646439617
,"TREE DOWN - ASSESSING DAMAGE, CAN'T ACCESS, LINE DOWN, POLE DOWN, PHASE UP",45.469595299,-73.64643191
,"Transformer down, unable to reach location, assessing damage, pole down blocking road, can't access.",45.472071616,-73.536825492
,"Transformer issue at station 12-45, assessing damage, unable to reach location due to pole down, pri1, and span pole down blocking road.",45.473205334,-73.807776566
